CROHME,CROHME,CROHME,CROHME,CROPME,CROPME,CROPME,CROPME
319,116,2.75,106_fujita.png,175,31,5.645161290322581,106_fujita.png
308,88,3.5,106_herbert.png,175,31,5.645161290322581,106_herbert.png
224,80,2.8,106_jorge.png,175,31,5.645161290322581,106_jorge.png
273,98,2.7857142857142856,106_leissi.png,175,31,5.645161290322581,106_leissi.png
383,106,3.6132075471698113,106_leo.png,175,31,5.645161290322581,106_leo.png
338,94,3.595744680851064,106_miguel.png,175,31,5.645161290322581,106_miguel.png
247,90,2.7444444444444445,106_rosario.png,175,31,5.645161290322581,106_rosario.png
245,100,2.45,106_user0.png,175,31,5.645161290322581,106_user0.png
435,88,4.943181818181818,107_Fabricio.png,303,31,9.774193548387096,107_Fabricio.png
568,92,6.173913043478261,107_Frank.png,303,31,9.774193548387096,107_Frank.png
401,81,4.950617283950617,107_Nina.png,303,31,9.774193548387096,107_Nina.png
446,93,4.795698924731183,107_alfonso.png,303,31,9.774193548387096,107_alfonso.png
572,90,6.355555555555555,107_bruno.png,303,31,9.774193548387096,107_bruno.png
503,89,5.651685393258427,107_carlos.png,303,31,9.774193548387096,107_carlos.png
451,86,5.244186046511628,107_caue.png,303,31,9.774193548387096,107_caue.png
459,92,4.989130434782608,107_daniel.png,303,31,9.774193548387096,107_daniel.png
488,87,5.609195402298851,107_david.png,303,31,9.774193548387096,107_david.png
590,85,6.9411764705882355,107_edwin.png,303,31,9.774193548387096,107_edwin.png
487,93,5.236559139784946,107_herbert.png,303,31,9.774193548387096,107_herbert.png
467,88,5.306818181818182,107_hirata.png,303,31,9.774193548387096,107_hirata.png
427,97,4.402061855670103,107_jorge.png,303,31,9.774193548387096,107_jorge.png
443,80,5.5375,107_leissi.png,303,31,9.774193548387096,107_leissi.png
420,98,4.285714285714286,107_leo.png,303,31,9.774193548387096,107_leo.png
537,84,6.392857142857143,107_miguel.png,303,31,9.774193548387096,107_miguel.png
364,91,4.0,107_rosario.png,303,31,9.774193548387096,107_rosario.png
411,85,4.8352941176470585,107_user0.png,303,31,9.774193548387096,107_user0.png
689,124,5.556451612903226,108_Fabricio.png,150,22,6.818181818181818,108_Fabricio.png
520,98,5.3061224489795915,108_Frank.png,150,22,6.818181818181818,108_Frank.png
277,90,3.077777777777778,108_Nina.png,150,22,6.818181818181818,108_Nina.png
477,117,4.076923076923077,108_Willian.png,150,22,6.818181818181818,108_Willian.png
465,110,4.2272727272727275,108_alfonso.png,150,22,6.818181818181818,108_alfonso.png
629,113,5.566371681415929,108_bruno.png,150,22,6.818181818181818,108_bruno.png
579,103,5.621359223300971,108_carlos.png,150,22,6.818181818181818,108_carlos.png
440,111,3.963963963963964,108_caue.png,150,22,6.818181818181818,108_caue.png
529,102,5.186274509803922,108_danilo.png,150,22,6.818181818181818,108_danilo.png
458,88,5.204545454545454,108_david.png,150,22,6.818181818181818,108_david.png
460,106,4.339622641509434,108_edwin.png,150,22,6.818181818181818,108_edwin.png
526,107,4.91588785046729,108_herbert.png,150,22,6.818181818181818,108_herbert.png
492,102,4.823529411764706,108_jorge.png,150,22,6.818181818181818,108_jorge.png
447,103,4.339805825242719,108_leissi.png,150,22,6.818181818181818,108_leissi.png
465,123,3.7804878048780486,108_leo.png,150,22,6.818181818181818,108_leo.png
460,116,3.9655172413793105,108_maira.png,150,22,6.818181818181818,108_maira.png
448,104,4.3076923076923075,108_miguel.png,150,22,6.818181818181818,108_miguel.png
361,99,3.6464646464646466,108_rosario.png,150,22,6.818181818181818,108_rosario.png
419,90,4.655555555555556,108_user0.png,150,22,6.818181818181818,108_user0.png
267,179,1.4916201117318435,109_Fabricio.png,119,44,2.7045454545454546,109_Fabricio.png
335,140,2.392857142857143,109_Frank.png,119,44,2.7045454545454546,109_Frank.png
243,150,1.62,109_Nina.png,119,44,2.7045454545454546,109_Nina.png
272,149,1.825503355704698,109_alfonso.png,119,44,2.7045454545454546,109_alfonso.png
283,127,2.2283464566929134,109_carlos.png,119,44,2.7045454545454546,109_carlos.png
283,137,2.065693430656934,109_caue.png,119,44,2.7045454545454546,109_caue.png
375,152,2.4671052631578947,109_daniel.png,119,44,2.7045454545454546,109_daniel.png
274,126,2.1746031746031744,109_edwin.png,119,44,2.7045454545454546,109_edwin.png
310,132,2.3484848484848486,109_herbert.png,119,44,2.7045454545454546,109_herbert.png
349,127,2.748031496062992,109_jorge.png,119,44,2.7045454545454546,109_jorge.png
303,125,2.424,109_leissi.png,119,44,2.7045454545454546,109_leissi.png
266,146,1.821917808219178,109_leo.png,119,44,2.7045454545454546,109_leo.png
338,152,2.223684210526316,109_lucelia.png,119,44,2.7045454545454546,109_lucelia.png
350,153,2.287581699346405,109_miguel.png,119,44,2.7045454545454546,109_miguel.png
271,133,2.037593984962406,109_rosario.png,119,44,2.7045454545454546,109_rosario.png
304,137,2.218978102189781,109_silas.png,119,44,2.7045454545454546,109_silas.png
209,129,1.62015503875969,109_user0.png,119,44,2.7045454545454546,109_user0.png
120,70,1.7142857142857142,10_em_81.png,58,25,2.32,10_em_81.png
157,58,2.706896551724138,10_em_86.png,83,22,3.772727272727273,10_em_86.png
172,64,2.6875,10_em_87.png,75,22,3.409090909090909,10_em_87.png
167,62,2.693548387096774,10_em_89.png,75,22,3.409090909090909,10_em_89.png
454,164,2.768292682926829,110_Fabricio.png,169,44,3.840909090909091,110_Fabricio.png
512,159,3.220125786163522,110_Frank.png,169,44,3.840909090909091,110_Frank.png
433,166,2.608433734939759,110_Nina.png,169,44,3.840909090909091,110_Nina.png
483,185,2.610810810810811,110_alfonso.png,169,44,3.840909090909091,110_alfonso.png
477,154,3.0974025974025974,110_carlos.png,169,44,3.840909090909091,110_carlos.png
471,153,3.0784313725490198,110_caue.png,169,44,3.840909090909091,110_caue.png
538,166,3.2409638554216866,110_danilo.png,169,44,3.840909090909091,110_danilo.png
387,150,2.58,110_david.png,169,44,3.840909090909091,110_david.png
627,166,3.7771084337349397,110_edwin.png,169,44,3.840909090909091,110_edwin.png
610,190,3.210526315789474,110_fujita.png,169,44,3.840909090909091,110_fujita.png
431,154,2.7987012987012987,110_herbert.png,169,44,3.840909090909091,110_herbert.png
411,159,2.5849056603773586,110_jorge.png,169,44,3.840909090909091,110_jorge.png
429,156,2.75,110_leissi.png,169,44,3.840909090909091,110_leissi.png
515,169,3.0473372781065087,110_leo.png,169,44,3.840909090909091,110_leo.png
499,147,3.3945578231292517,110_miguel.png,169,44,3.840909090909091,110_miguel.png
429,152,2.8223684210526314,110_rosario.png,169,44,3.840909090909091,110_rosario.png
357,163,2.1901840490797544,110_user0.png,169,44,3.840909090909091,110_user0.png
764,148,5.162162162162162,111_Fabricio.png,286,36,7.944444444444445,111_Fabricio.png
884,150,5.8933333333333335,111_Frank.png,286,36,7.944444444444445,111_Frank.png
705,137,5.145985401459854,111_Nina.png,286,36,7.944444444444445,111_Nina.png
890,143,6.223776223776224,111_alfonso.png,286,36,7.944444444444445,111_alfonso.png
784,148,5.297297297297297,111_carlos.png,286,36,7.944444444444445,111_carlos.png
752,141,5.333333333333333,111_caue.png,286,36,7.944444444444445,111_caue.png
936,144,6.5,111_david.png,286,36,7.944444444444445,111_david.png
918,137,6.700729927007299,111_edwin.png,286,36,7.944444444444445,111_edwin.png
770,121,6.363636363636363,111_herbert.png,286,36,7.944444444444445,111_herbert.png
874,159,5.49685534591195,111_hirata.png,286,36,7.944444444444445,111_hirata.png
826,154,5.363636363636363,111_jorge.png,286,36,7.944444444444445,111_jorge.png
751,139,5.402877697841727,111_leissi.png,286,36,7.944444444444445,111_leissi.png
710,163,4.355828220858895,111_leo.png,286,36,7.944444444444445,111_leo.png
997,143,6.972027972027972,111_miguel.png,286,36,7.944444444444445,111_miguel.png
863,132,6.537878787878788,111_miguel2.png,286,36,7.944444444444445,111_miguel2.png
688,137,5.021897810218978,111_rosario.png,286,36,7.944444444444445,111_rosario.png
699,140,4.992857142857143,111_user0.png,286,36,7.944444444444445,111_user0.png
542,171,3.1695906432748537,116_Fabricio.png,192,39,4.923076923076923,116_Fabricio.png
550,170,3.235294117647059,116_Frank.png,192,39,4.923076923076923,116_Frank.png
447,156,2.8653846153846154,116_Nina.png,192,39,4.923076923076923,116_Nina.png
518,168,3.0833333333333335,116_alfonso.png,192,39,4.923076923076923,116_alfonso.png
584,166,3.5180722891566263,116_carlos.png,192,39,4.923076923076923,116_carlos.png
524,154,3.4025974025974026,116_caue.png,192,39,4.923076923076923,116_caue.png
466,162,2.876543209876543,116_david.png,192,39,4.923076923076923,116_david.png
580,164,3.5365853658536586,116_edwin.png,192,39,4.923076923076923,116_edwin.png
548,157,3.4904458598726116,116_herbert.png,192,39,4.923076923076923,116_herbert.png
401,146,2.7465753424657535,116_hirata.png,192,39,4.923076923076923,116_hirata.png
499,148,3.3716216216216215,116_jorge.png,192,39,4.923076923076923,116_jorge.png
475,156,3.0448717948717947,116_leissi.png,192,39,4.923076923076923,116_leissi.png
407,140,2.907142857142857,116_leo.png,192,39,4.923076923076923,116_leo.png
626,169,3.7041420118343193,116_miguel.png,192,39,4.923076923076923,116_miguel.png
437,159,2.748427672955975,116_rosario.png,192,39,4.923076923076923,116_rosario.png
442,157,2.8152866242038215,116_user0.png,192,39,4.923076923076923,116_user0.png
553,122,4.532786885245901,117_Fabricio.png,400,39,10.256410256410257,117_Fabricio.png
577,109,5.293577981651376,117_Frank.png,400,39,10.256410256410257,117_Frank.png
509,116,4.387931034482759,117_Nina.png,400,39,10.256410256410257,117_Nina.png
527,117,4.504273504273504,117_alfonso.png,400,39,10.256410256410257,117_alfonso.png
573,106,5.40566037735849,117_carlos.png,400,39,10.256410256410257,117_carlos.png
598,105,5.695238095238095,117_caue.png,400,39,10.256410256410257,117_caue.png
551,113,4.876106194690266,117_david.png,400,39,10.256410256410257,117_david.png
554,115,4.817391304347826,117_edwin.png,400,39,10.256410256410257,117_edwin.png
521,117,4.452991452991453,117_hirata.png,400,39,10.256410256410257,117_hirata.png
441,105,4.2,117_jorge.png,400,39,10.256410256410257,117_jorge.png
491,113,4.345132743362832,117_leissi.png,400,39,10.256410256410257,117_leissi.png
485,114,4.254385964912281,117_leo.png,400,39,10.256410256410257,117_leo.png
543,106,5.122641509433962,117_lucelia.png,400,39,10.256410256410257,117_lucelia.png
406,106,3.830188679245283,117_rosario.png,400,39,10.256410256410257,117_rosario.png
476,108,4.407407407407407,117_user0.png,400,39,10.256410256410257,117_user0.png
436,153,2.849673202614379,118_Fabricio.png,189,64,2.953125,118_Fabricio.png
397,138,2.8768115942028984,118_Frank.png,189,64,2.953125,118_Frank.png
282,127,2.220472440944882,118_Nina.png,189,64,2.953125,118_Nina.png
386,150,2.5733333333333333,118_alfonso.png,189,64,2.953125,118_alfonso.png
421,138,3.050724637681159,118_carlos.png,189,64,2.953125,118_carlos.png
432,154,2.8051948051948052,118_caue.png,189,64,2.953125,118_caue.png
313,138,2.2681159420289854,118_david.png,189,64,2.953125,118_david.png
435,144,3.0208333333333335,118_edwin.png,189,64,2.953125,118_edwin.png
384,123,3.1219512195121952,118_fujita.png,189,64,2.953125,118_fujita.png
492,153,3.215686274509804,118_herbert.png,189,64,2.953125,118_herbert.png
377,122,3.0901639344262297,118_hirata.png,189,64,2.953125,118_hirata.png
355,109,3.256880733944954,118_jorge.png,189,64,2.953125,118_jorge.png
370,124,2.9838709677419355,118_leissi.png,189,64,2.953125,118_leissi.png
369,140,2.6357142857142857,118_leo.png,189,64,2.953125,118_leo.png
341,126,2.7063492063492065,118_lucelia.png,189,64,2.953125,118_lucelia.png
492,157,3.1337579617834397,118_miguel.png,189,64,2.953125,118_miguel.png
282,127,2.220472440944882,118_rosario.png,189,64,2.953125,118_rosario.png
367,139,2.6402877697841727,118_user0.png,189,64,2.953125,118_user0.png
83,58,1.4310344827586208,11_em_91.png,42,19,2.210526315789474,11_em_91.png
198,78,2.5384615384615383,11_em_95.png,89,22,4.045454545454546,11_em_95.png
96,78,1.2307692307692308,11_em_99.png,69,28,2.4642857142857144,11_em_99.png
660,220,3.0,124_Fabricio.png,189,69,2.739130434782609,124_Fabricio.png
515,211,2.440758293838863,124_Frank.png,189,69,2.739130434782609,124_Frank.png
500,204,2.450980392156863,124_Nina.png,189,69,2.739130434782609,124_Nina.png
564,211,2.6729857819905214,124_alfonso.png,189,69,2.739130434782609,124_alfonso.png
532,195,2.7282051282051283,124_carlos.png,189,69,2.739130434782609,124_carlos.png
684,209,3.272727272727273,124_caue.png,189,69,2.739130434782609,124_caue.png
495,193,2.564766839378238,124_daniel.png,189,69,2.739130434782609,124_daniel.png
542,211,2.5687203791469195,124_david.png,189,69,2.739130434782609,124_david.png
528,199,2.6532663316582914,124_edwin.png,189,69,2.739130434782609,124_edwin.png
641,190,3.373684210526316,124_jorge.png,189,69,2.739130434782609,124_jorge.png
578,198,2.919191919191919,124_leissi.png,189,69,2.739130434782609,124_leissi.png
777,215,3.613953488372093,124_leo.png,189,69,2.739130434782609,124_leo.png
657,245,2.6816326530612247,124_maira.png,189,69,2.739130434782609,124_maira.png
629,205,3.0682926829268293,124_miguel.png,189,69,2.739130434782609,124_miguel.png
441,182,2.423076923076923,124_rosario.png,189,69,2.739130434782609,124_rosario.png
441,185,2.383783783783784,124_silas.png,189,69,2.739130434782609,124_silas.png
487,206,2.3640776699029127,124_user0.png,189,69,2.739130434782609,124_user0.png
627,147,4.26530612244898,126_Fabricio.png,275,39,7.051282051282051,126_Fabricio.png
577,124,4.653225806451613,126_Frank.png,275,39,7.051282051282051,126_Frank.png
509,142,3.584507042253521,126_Nina.png,275,39,7.051282051282051,126_Nina.png
583,156,3.7371794871794872,126_alfonso.png,275,39,7.051282051282051,126_alfonso.png
670,152,4.407894736842105,126_carlos.png,275,39,7.051282051282051,126_carlos.png
580,139,4.172661870503597,126_caue.png,275,39,7.051282051282051,126_caue.png
672,147,4.571428571428571,126_danilo.png,275,39,7.051282051282051,126_danilo.png
614,130,4.723076923076923,126_david.png,275,39,7.051282051282051,126_david.png
535,127,4.21259842519685,126_edwin.png,275,39,7.051282051282051,126_edwin.png
706,154,4.584415584415584,126_fujita.png,275,39,7.051282051282051,126_fujita.png
734,161,4.559006211180124,126_herbert.png,275,39,7.051282051282051,126_herbert.png
497,134,3.708955223880597,126_jorge.png,275,39,7.051282051282051,126_jorge.png
546,135,4.044444444444444,126_leissi.png,275,39,7.051282051282051,126_leissi.png
548,132,4.151515151515151,126_leo.png,275,39,7.051282051282051,126_leo.png
612,137,4.467153284671533,126_miguel.png,275,39,7.051282051282051,126_miguel.png
515,129,3.992248062015504,126_rosario.png,275,39,7.051282051282051,126_rosario.png
571,152,3.7565789473684212,126_user0.png,275,39,7.051282051282051,126_user0.png
125,70,1.7857142857142858,127_Fabricio.png,72,22,3.272727272727273,127_Fabricio.png
148,68,2.176470588235294,127_Frank.png,72,22,3.272727272727273,127_Frank.png
138,72,1.9166666666666667,127_Nina.png,72,22,3.272727272727273,127_Nina.png
172,75,2.2933333333333334,127_alfonso.png,72,22,3.272727272727273,127_alfonso.png
88,73,1.2054794520547945,127_caue.png,72,22,3.272727272727273,127_caue.png
213,72,2.9583333333333335,127_danilo.png,72,22,3.272727272727273,127_danilo.png
122,72,1.6944444444444444,127_david.png,72,22,3.272727272727273,127_david.png
133,65,2.046153846153846,127_edwin.png,72,22,3.272727272727273,127_edwin.png
136,70,1.9428571428571428,127_fujita.png,72,22,3.272727272727273,127_fujita.png
129,61,2.1147540983606556,127_herbert.png,72,22,3.272727272727273,127_herbert.png
131,69,1.8985507246376812,127_hirata.png,72,22,3.272727272727273,127_hirata.png
122,69,1.7681159420289856,127_jorge.png,72,22,3.272727272727273,127_jorge.png
134,63,2.126984126984127,127_leissi.png,72,22,3.272727272727273,127_leissi.png
145,66,2.196969696969697,127_leo.png,72,22,3.272727272727273,127_leo.png
166,68,2.4411764705882355,127_miguel.png,72,22,3.272727272727273,127_miguel.png
110,78,1.4102564102564104,127_rosario.png,72,22,3.272727272727273,127_rosario.png
143,68,2.1029411764705883,127_user0.png,72,22,3.272727272727273,127_user0.png
596,132,4.515151515151516,129_Fabricio.png,292,39,7.487179487179487,129_Fabricio.png
635,111,5.7207207207207205,129_Frank.png,292,39,7.487179487179487,129_Frank.png
622,151,4.119205298013245,129_Nina.png,292,39,7.487179487179487,129_Nina.png
687,146,4.705479452054795,129_alfonso.png,292,39,7.487179487179487,129_alfonso.png
556,118,4.711864406779661,129_carlos.png,292,39,7.487179487179487,129_carlos.png
503,123,4.0894308943089435,129_caue.png,292,39,7.487179487179487,129_caue.png
500,133,3.7593984962406015,129_david.png,292,39,7.487179487179487,129_david.png
755,138,5.471014492753623,129_edwin.png,292,39,7.487179487179487,129_edwin.png
588,136,4.323529411764706,129_jorge.png,292,39,7.487179487179487,129_jorge.png
494,117,4.222222222222222,129_leissi.png,292,39,7.487179487179487,129_leissi.png
682,154,4.428571428571429,129_leo.png,292,39,7.487179487179487,129_leo.png
641,133,4.819548872180451,129_miguel.png,292,39,7.487179487179487,129_miguel.png
533,132,4.037878787878788,129_rosario.png,292,39,7.487179487179487,129_rosario.png
596,114,5.228070175438597,129_silas.png,292,39,7.487179487179487,129_silas.png
469,131,3.5801526717557253,129_user0.png,292,39,7.487179487179487,129_user0.png
311,103,3.0194174757281553,130_Fabricio.png,308,33,9.333333333333334,130_Fabricio.png
509,117,4.35042735042735,130_Frank.png,308,33,9.333333333333334,130_Frank.png
389,115,3.382608695652174,130_Nina.png,308,33,9.333333333333334,130_Nina.png
429,116,3.6982758620689653,130_alfonso.png,308,33,9.333333333333334,130_alfonso.png
419,100,4.19,130_bruno.png,308,33,9.333333333333334,130_bruno.png
460,99,4.646464646464646,130_carlos.png,308,33,9.333333333333334,130_carlos.png
419,93,4.505376344086022,130_caue.png,308,33,9.333333333333334,130_caue.png
534,104,5.134615384615385,130_danilo.png,308,33,9.333333333333334,130_danilo.png
405,98,4.13265306122449,130_david.png,308,33,9.333333333333334,130_david.png
457,104,4.394230769230769,130_edwin.png,308,33,9.333333333333334,130_edwin.png
411,120,3.425,130_hirata.png,308,33,9.333333333333334,130_hirata.png
355,97,3.6597938144329896,130_jorge.png,308,33,9.333333333333334,130_jorge.png
397,104,3.8173076923076925,130_leissi.png,308,33,9.333333333333334,130_leissi.png
425,112,3.794642857142857,130_leo.png,308,33,9.333333333333334,130_leo.png
481,113,4.256637168141593,130_miguel.png,308,33,9.333333333333334,130_miguel.png
363,110,3.3,130_rosario.png,308,33,9.333333333333334,130_rosario.png
351,115,3.0521739130434784,130_user0.png,308,33,9.333333333333334,130_user0.png
1056,112,9.428571428571429,131_Fabricio.png,506,31,16.322580645161292,131_Fabricio.png
944,115,8.208695652173914,131_Frank.png,506,31,16.322580645161292,131_Frank.png
823,120,6.858333333333333,131_Nina.png,506,31,16.322580645161292,131_Nina.png
971,124,7.830645161290323,131_alfonso.png,506,31,16.322580645161292,131_alfonso.png
1124,120,9.366666666666667,131_carlos.png,506,31,16.322580645161292,131_carlos.png
901,112,8.044642857142858,131_caue.png,506,31,16.322580645161292,131_caue.png
979,114,8.587719298245615,131_david.png,506,31,16.322580645161292,131_david.png
1157,119,9.722689075630251,131_edwin.png,506,31,16.322580645161292,131_edwin.png
836,131,6.3816793893129775,131_jorge.png,506,31,16.322580645161292,131_jorge.png
943,108,8.731481481481481,131_leissi.png,506,31,16.322580645161292,131_leissi.png
719,135,5.325925925925926,131_leo.png,506,31,16.322580645161292,131_leo.png
1061,135,7.859259259259259,131_maira.png,506,31,16.322580645161292,131_maira.png
988,119,8.302521008403362,131_miguel.png,506,31,16.322580645161292,131_miguel.png
898,136,6.602941176470588,131_mijail.png,506,31,16.322580645161292,131_mijail.png
709,117,6.05982905982906,131_rosario.png,506,31,16.322580645161292,131_rosario.png
947,112,8.455357142857142,131_user0.png,506,31,16.322580645161292,131_user0.png
482,99,4.8686868686868685,2009210-947-0.png,256,33,7.757575757575758,2009210-947-0.png
61,55,1.1090909090909091,2009210-947-102.png,28,19,1.4736842105263157,2009210-947-102.png
69,62,1.1129032258064515,2009210-947-103.png,25,28,0.8928571428571429,2009210-947-103.png
46,54,0.8518518518518519,2009210-947-105.png,17,14,1.2142857142857142,2009210-947-105.png
60,57,1.0526315789473684,2009210-947-111.png,33,28,1.1785714285714286,2009210-947-111.png
37,54,0.6851851851851852,2009210-947-113.png,14,19,0.7368421052631579,2009210-947-113.png
37,60,0.6166666666666667,2009210-947-114.png,11,25,0.44,2009210-947-114.png
90,70,1.2857142857142858,2009210-947-115.png,50,22,2.272727272727273,2009210-947-115.png
166,81,2.049382716049383,2009210-947-116.png,111,22,5.045454545454546,2009210-947-116.png
106,127,0.8346456692913385,2009210-947-118.png,42,19,2.210526315789474,2009210-947-118.png
43,56,0.7678571428571429,2009210-947-119.png,22,19,1.1578947368421053,2009210-947-119.png
239,139,1.7194244604316546,2009210-947-12.png,128,67,1.9104477611940298,2009210-947-12.png
46,56,0.8214285714285714,2009210-947-122.png,22,19,1.1578947368421053,2009210-947-122.png
56,57,0.9824561403508771,2009210-947-123.png,31,19,1.631578947368421,2009210-947-123.png
83,79,1.0506329113924051,2009210-947-124.png,72,31,2.3225806451612905,2009210-947-124.png
94,104,0.9038461538461539,2009210-947-126.png,36,28,1.2857142857142858,2009210-947-126.png
274,101,2.712871287128713,2009210-947-13.png,172,33,5.212121212121212,2009210-947-13.png
125,78,1.6025641025641026,2009210-947-131.png,64,25,2.56,2009210-947-131.png
166,111,1.4954954954954955,2009210-947-132.png,106,72,1.4722222222222223,2009210-947-132.png
156,78,2.0,2009210-947-133.png,103,28,3.6785714285714284,2009210-947-133.png
49,58,0.8448275862068966,2009210-947-134.png,14,19,0.7368421052631579,2009210-947-134.png
137,138,0.9927536231884058,2009210-947-135.png,44,39,1.1282051282051282,2009210-947-135.png
140,76,1.8421052631578947,2009210-947-137.png,61,19,3.210526315789474,2009210-947-137.png
307,131,2.3435114503816794,2009210-947-14.png,125,50,2.5,2009210-947-14.png
68,60,1.1333333333333333,2009210-947-142.png,44,28,1.5714285714285714,2009210-947-142.png
43,54,0.7962962962962963,2009210-947-146.png,14,19,0.7368421052631579,2009210-947-146.png
52,54,0.9629629629629629,2009210-947-147.png,42,22,1.9090909090909092,2009210-947-147.png
242,80,3.025,2009210-947-148.png,197,28,7.035714285714286,2009210-947-148.png
84,56,1.5,2009210-947-149.png,36,19,1.894736842105263,2009210-947-149.png
85,116,0.7327586206896551,2009210-947-15.png,25,25,1.0,2009210-947-15.png
55,54,1.0185185185185186,2009210-947-151.png,17,19,0.8947368421052632,2009210-947-151.png
55,58,0.9482758620689655,2009210-947-154.png,36,19,1.894736842105263,2009210-947-154.png
49,66,0.7424242424242424,2009210-947-155.png,8,19,0.42105263157894735,2009210-947-155.png
143,105,1.361904761904762,2009210-947-156.png,69,25,2.76,2009210-947-156.png
105,76,1.381578947368421,2009210-947-157.png,61,28,2.1785714285714284,2009210-947-157.png
64,77,0.8311688311688312,2009210-947-159.png,25,25,1.0,2009210-947-159.png
59,57,1.0350877192982457,2009210-947-16.png,28,19,1.4736842105263157,2009210-947-16.png
75,57,1.3157894736842106,2009210-947-160.png,50,22,2.272727272727273,2009210-947-160.png
74,74,1.0,2009210-947-161.png,33,17,1.9411764705882353,2009210-947-161.png
110,95,1.1578947368421053,2009210-947-162.png,81,33,2.4545454545454546,2009210-947-162.png
54,73,0.7397260273972602,2009210-947-165.png,25,25,1.0,2009210-947-165.png
97,87,1.1149425287356323,2009210-947-166.png,56,25,2.24,2009210-947-166.png
235,76,3.0921052631578947,2009210-947-167.png,161,28,5.75,2009210-947-167.png
222,115,1.9304347826086956,2009210-947-169.png,128,28,4.571428571428571,2009210-947-169.png
63,58,1.0862068965517242,2009210-947-17.png,25,28,0.8928571428571429,2009210-947-17.png
49,54,0.9074074074074074,2009210-947-172.png,22,19,1.1578947368421053,2009210-947-172.png
